idClient,gender,nearLocation,partner,promoFriends,phone,contractPeriod,groupVisits,age,avgAdditionalChargesTotal,monthToEndContract,lifetime,avgClassFrequencyTotal,avgClassFrequencyCurrentMonth
216,1,0,1,1,1,1,1,25,4.43,8,1,4.87,4.66
217,1,1,0,1,0,12,0,20,140.7,4,28,3.03,1.41
218,0,1,1,0,1,6,1,39,60.88,4,29,0.95,0.45
219,1,1,0,0,1,1,1,40,1.01,2,14,5.27,4.91
220,1,1,1,0,1,6,0,28,75.82,6,22,4.39,3.4
221,0,1,0,1,1,6,0,36,9.76,11,10,5.21,0.26
222,0,1,0,0,1,6,1,26,312.67,9,26,5.52,1.28
223,1,1,1,0,0,6,1,22,106.15,9,7,3.63,4.97
224,0,0,0,1,1,1,0,35,23.5,9,15,0.62,2.28
225,0,0,0,0,1,12,1,30,37.63,10,23,3.75,0.14
226,0,0,0,0,1,1,0,29,66.79,11,25,3.54,4.75
227,1,1,0,0,1,1,1,32,7.14,12,3,4.81,4.59
228,1,0,1,1,1,1,1,21,226.9,8,16,1.12,0.09
229,1,0,1,1,1,1,0,34,51.09,9,15,0.51,5.17
230,0,1,0,0,1,6,1,35,0.33,8,11,1.93,3.55
231,1,0,1,0,0,12,1,34,154.31,11,14,3.75,5.4
232,0,0,0,0,0,1,1,19,1.88,5,0,0.2,1.26
233,1,1,1,0,1,12,0,26,0.3,3,15,2.84,3.19
234,1,0,0,1,0,12,0,18,18.75,3,11,3.33,0.88
235,1,1,1,0,1,1,1,26,182.01,8,21,0.81,2.24
236,0,0,1,0,0,6,1,38,100.29,10,15,5.58,5.79
237,1,0,0,0,1,6,1,29,18.35,6,12,5.67,5.46
238,1,1,1,0,1,12,0,25,83.68,8,26,0.08,0.6
239,0,0,0,0,1,6,1,20,39.28,5,14,5.17,4.16
240,1,1,1,0,0,12,0,40,43.65,12,4,3.89,3.68
241,1,1,0,0,0,1,1,23,486.25,11,26,0.5,2.73
242,1,0,1,1,1,12,1,33,49.39,11,15,0.27,3.72
243,1,0,0,1,1,12,0,39,22.48,11,15,1.91,0.19
244,1,0,0,0,0,12,0,34,200.31,12,4,5.02,0.89
245,0,0,0,0,1,12,0,34,172.05,10,28,1.09,5.2
246,0,0,0,1,0,12,1,32,0.38,10,1,5.16,2.27
247,1,1,0,0,1,6,0,35,260.86,3,3,2.69,6.11
248,0,1,1,1,1,12,0,23,339.23,8,24,4.72,5.92
249,0,1,0,0,0,6,0,36,237.31,3,20,2.71,3.21
250,0,1,1,0,0,6,0,25,125.86,5,3,2.91,2.59
251,1,0,1,1,1,12,1,27,345.38,12,25,0.25,3.78
252,1,1,0,1,0,12,0,20,113.38,6,23,4.72,0.59
253,1,1,1,0,1,6,0,21,44.85,6,17,3.81,1.35
254,0,0,0,1,1,12,0,40,1.87,12,11,1.12,0.5
255,1,0,0,1,1,1,0,40,261.19,2,30,1.55,5.88
256,1,1,0,0,0,6,1,20,175.75,7,21,1.98,1.81
257,0,0,0,1,1,6,0,38,3.63,6,16,4.52,0.4
258,0,0,1,1,1,1,0,34,144.1,12,27,2.16,4.67
259,0,1,0,1,1,1,1,26,19.66,10,29,0.91,5.55
260,1,0,1,0,0,1,0,34,546.79,6,30,4.35,2.93
261,0,1,0,0,1,1,0,29,81.15,1,6,0.97,3.68
262,0,0,0,0,1,6,1,39,52.86,10,25,3.1,3.16
263,1,1,0,0,1,6,0,32,58.66,10,31,2.23,3.29
264,0,0,0,1,0,6,0,24,3.97,8,20,3.89,4.49
265,1,1,0,0,1,12,0,29,460.64,11,4,3.64,1.39
266,1,1,0,0,1,6,0,22,11.2,10,15,5.88,0.28
267,0,1,1,0,1,1,0,29,256.93,9,25,6.0,2.13
268,1,0,1,0,1,12,1,35,425.85,2,20,4.66,1.07
269,1,1,0,1,1,6,0,36,430.84,8,25,3.47,3.26
270,0,1,0,1,1,6,1,39,95.53,8,19,5.16,0.2
271,1,1,0,0,1,12,1,31,189.03,4,10,3.43,3.71
272,1,1,0,0,1,1,1,41,49.4,2,1,1.8,1.6
273,0,1,0,0,1,1,1,36,0.45,9,28,1.25,1.96
274,1,1,1,0,0,1,1,31,60.36,8,12,1.63,5.65
275,1,0,0,0,1,1,1,27,240.44,3,23,5.18,3.78
276,0,1,1,0,1,1,0,23,128.06,7,18,2.24,1.82
277,0,0,0,0,1,6,0,34,205.45,4,28,1.71,3.76
278,1,1,1,1,1,12,0,35,308.48,11,0,2.72,3.28
279,1,1,0,1,0,12,1,23,46.85,12,14,0.57,0.27
280,0,0,1,0,0,12,1,28,283.31,10,10,3.78,0.88
281,0,1,0,0,0,1,1,19,73.79,7,7,5.02,2.21
282,1,1,0,0,1,12,0,24,308.43,6,22,1.39,5.65
283,0,1,1,0,1,12,1,20,9.56,4,11,0.84,5.28
284,1,1,0,0,1,12,0,20,182.67,4,25,5.01,4.21
285,0,1,0,0,0,6,1,28,302.54,5,19,5.99,6.04
286,1,1,1,1,1,6,1,40,17.78,9,5,5.87,6.01
287,1,0,1,1,1,6,1,34,136.12,5,8,2.74,1.66
288,0,1,0,1,1,1,0,25,6.78,10,10,3.74,4.39
289,1,0,0,0,1,12,0,36,0.17,4,8,0.96,0.67
290,1,1,0,1,0,6,0,21,370.76,2,26,1.09,5.6
291,1,0,0,0,0,1,1,19,0.3,9,29,1.19,2.01
292,1,1,1,0,1,1,0,40,0.15,8,18,2.31,4.63
293,1,1,0,0,1,12,1,36,265.03,5,16,3.31,1.64
294,0,0,0,1,1,12,1,19,155.3,7,11,5.75,4.75
295,0,0,0,0,1,6,0,25,273.18,5,9,4.66,3.36
296,1,0,1,1,1,12,1,25,537.2,3,27,3.32,3.64
297,0,1,0,0,1,6,1,41,0.2,6,0,2.12,2.8
298,0,1,0,0,0,12,1,18,28.56,6,5,2.18,0.95
299,0,0,1,0,1,6,0,23,85.78,9,9,2.68,5.49
300,1,1,1,0,1,6,1,41,111.09,3,8,0.45,2.86
301,0,1,0,0,1,1,1,20,483.59,4,13,3.39,4.81
302,1,1,0,0,1,6,0,19,176.37,4,1,4.65,5.56
303,1,0,0,0,1,6,1,37,24.66,10,25,0.56,1.25
304,1,0,0,1,1,12,0,22,396.38,8,29,0.56,3.35
305,0,1,0,0,1,12,0,28,327.56,7,10,3.06,2.45
306,1,0,1,1,1,1,0,27,253.81,10,17,5.8,2.22
307,1,0,0,0,1,1,0,39,367.56,6,29,5.87,5.35
308,0,0,0,0,1,1,1,37,35.59,4,31,1.54,3.51
309,0,1,0,0,1,1,1,35,295.88,1,29,5.62,1.13
310,1,1,0,1,1,12,0,24,231.13,11,0,4.95,1.89
311,0,1,0,1,1,12,0,25,250.02,9,10,3.82,5.87
312,0,0,0,0,1,1,1,18,15.23,10,8,0.07,4.59
313,0,0,1,0,1,1,1,37,491.84,1,26,2.24,4.8
314,0,1,0,0,1,1,0,29,220.67,9,2,2.46,0.62
315,1,0,1,1,1,6,0,30,208.69,1,20,5.96,2.15
316,0,1,1,0,1,1,1,20,317.46,12,14,2.08,4.56
317,0,1,0,1,0,12,0,41,3.04,11,5,4.82,1.48
318,0,1,0,0,1,1,0,24,359.75,8,8,5.56,2.23
319,1,1,0,0,1,12,0,24,206.37,5,7,0.81,3.74
320,1,1,0,0,1,6,0,28,8.58,7,18,3.03,0.17
321,1,1,0,0,0,6,0,29,27.63,8,27,1.48,2.01
322,0,1,1,1,1,6,0,39,0.88,8,16,0.99,3.71
323,1,0,0,1,1,1,1,39,337.84,10,19,4.75,6.06
324,0,1,0,0,0,6,1,41,112.89,5,16,2.92,3.53
325,1,0,1,0,1,1,0,38,519.43,7,16,0.72,5.16
326,0,1,1,0,0,6,0,25,502.97,8,1,5.52,3.15
327,1,1,0,1,1,1,0,38,365.07,4,20,0.01,4.41
328,1,1,1,1,1,6,0,32,385.65,8,17,3.96,3.95
329,1,0,0,1,1,6,1,28,196.02,4,26,2.72,1.29
330,0,0,1,1,1,12,1,21,172.78,9,2,3.33,5.49
331,0,1,0,0,1,12,1,41,153.88,12,25,2.61,2.39
332,0,0,0,0,1,1,1,35,281.43,12,16,4.88,5.29
333,1,0,1,1,1,6,1,27,350.85,6,4,2.31,3.01
334,1,1,1,0,1,12,0,21,17.26,9,3,0.55,0.4
335,0,0,1,1,0,12,1,34,76.38,7,25,1.19,5.69
336,0,1,1,0,1,1,0,25,5.97,5,13,2.73,4.12
337,1,1,0,1,1,12,0,25,8.74,5,21,2.86,0.96
338,0,1,0,0,1,12,1,36,326.45,10,9,0.58,5.29
339,0,1,0,0,1,6,1,18,20.03,11,28,0.63,2.4
340,1,1,1,1,1,1,0,34,551.42,7,2,5.75,4.73
341,0,1,0,1,1,12,1,30,327.63,7,23,5.53,3.07
342,1,1,1,0,1,1,1,30,0.63,11,0,1.38,3.4
343,0,1,0,1,1,6,1,22,194.47,1,15,0.22,0.52
344,1,1,0,1,1,6,1,31,7.46,9,5,3.69,3.94
345,1,1,1,1,1,12,1,29,17.96,4,11,5.94,5.04
346,1,0,0,0,1,1,1,41,251.54,10,28,0.48,2.78
347,0,1,0,1,1,6,1,27,313.45,1,9,2.29,1.28
348,1,0,1,0,1,1,1,25,43.92,2,27,2.56,1.01
349,0,0,0,0,1,1,0,31,487.32,8,3,3.52,1.33
350,0,0,0,0,1,12,0,22,0.3,2,29,0.34,3.49
351,0,1,0,0,1,1,0,18,413.54,11,13,5.52,1.72
352,1,1,0,1,0,12,0,19,27.54,9,3,1.7,1.67
353,1,1,0,1,1,6,0,32,0.52,8,24,5.4,3.24
354,0,1,0,1,1,1,1,38,221.1,9,15,5.45,4.31
355,1,0,1,0,1,12,0,39,259.9,10,27,4.29,1.21
356,1,1,0,1,1,12,1,28,259.14,12,7,5.38,3.69
357,0,0,0,1,0,12,1,40,238.78,2,14,0.15,4.85
358,0,0,1,0,1,12,0,27,4.12,11,0,2.65,5.49
359,1,1,0,1,1,1,1,33,443.14,4,2,3.99,3.68
360,1,1,1,0,1,1,1,24,0.77,3,3,0.38,0.85
361,1,1,0,0,1,1,1,31,46.47,10,16,4.01,5.68
362,1,1,0,1,1,12,1,25,364.48,2,26,1.76,0.94
363,1,1,0,0,1,1,1,26,89.01,2,18,0.89,3.59
364,0,0,0,1,1,6,0,25,77.02,1,25,1.47,1.73
365,0,0,0,0,1,12,0,40,292.6,6,5,0.69,1.48
366,0,0,0,1,1,6,1,30,23.26,10,22,1.45,2.18
367,0,1,0,0,1,1,0,23,282.42,9,6,1.37,4.48
368,0,1,1,1,1,1,1,35,150.08,6,7,5.19,0.58
369,1,1,0,0,1,12,0,30,105.13,12,10,5.44,5.05
370,0,0,0,0,1,6,0,26,254.17,9,8,4.17,0.74
371,0,0,0,0,1,12,1,41,3.62,7,15,2.64,2.16
372,1,1,0,0,1,12,1,27,65.3,5,14,0.62,5.89
373,0,0,1,0,1,6,0,34,211.09,1,27,1.99,6.03
374,0,1,1,0,1,1,1,29,419.88,11,12,1.64,1.76
375,1,0,0,0,1,1,1,26,24.54,7,2,5.92,3.88
376,1,1,1,1,1,1,1,36,28.94,5,13,3.23,4.6
377,0,1,0,1,1,1,0,21,526.05,10,19,0.55,0.54
378,1,0,0,0,0,1,1,27,431.38,1,12,0.85,5.77
379,0,1,0,1,0,6,0,33,8.01,5,21,1.58,2.57
380,1,1,0,0,1,6,0,37,212.13,4,27,5.55,2.96
381,0,1,1,1,1,12,0,34,65.86,7,16,0.93,2.3
382,1,1,0,0,1,6,0,40,68.07,5,17,2.01,1.65
383,0,1,1,0,0,1,1,41,7.99,10,2,5.75,4.95
384,0,0,0,0,0,6,1,20,332.08,10,23,4.7,2.07
385,1,0,0,0,1,12,0,35,50.52,3,16,1.29,4.09
386,0,1,1,0,0,6,1,28,263.21,9,20,0.47,2.14
387,1,0,0,0,1,12,1,34,6.66,7,22,2.96,1.9
388,1,0,0,1,0,6,1,29,3.45,6,13,0.6,4.79
389,0,0,1,0,1,12,0,19,3.62,9,28,3.6,3.92
390,0,0,0,1,0,1,1,25,257.29,2,9,4.86,5.3
391,0,0,0,0,1,6,0,28,428.51,4,1,2.06,0.92
392,1,0,1,1,1,6,0,31,1.63,12,26,4.86,5.68
393,0,0,1,1,1,12,0,23,46.41,11,0,0.21,5.53
394,0,1,1,1,1,1,1,38,26.97,2,29,0.31,5.34
395,0,0,0,0,0,1,0,27,67.96,8,19,4.38,1.45
396,1,1,0,0,1,12,1,34,0.81,11,19,2.91,2.94
397,0,1,0,0,0,12,1,23,275.29,10,1,3.03,1.53
398,1,1,1,0,0,6,1,28,535.18,11,14,3.43,2.3
399,0,0,1,1,0,12,1,30,350.33,2,19,2.1,4.57
400,0,1,0,1,1,6,0,39,222.12,7,5,1.16,1.3
401,1,1,0,0,1,6,1,36,63.06,7,30,0.29,3.85
402,1,0,0,1,1,6,1,37,336.68,12,9,2.03,2.78
403,0,1,0,1,1,12,1,27,26.55,1,18,0.04,0.52
404,0,0,0,1,1,1,0,19,128.77,5,18,5.16,5.26
405,1,0,0,1,1,6,0,38,11.03,5,5,5.6,0.13
406,0,1,0,0,0,12,0,26,0.32,2,17,5.37,4.91
