idClient,gender,nearLocation,partner,promoFriends,phone,contractPeriod,groupVisits,age,avgAdditionalChargesTotal,monthToEndContract,lifetime,avgClassFrequencyTotal,avgClassFrequencyCurrentMonth
2295,0,0,0,0,1,1,0,33,204.3207074444132,1,1,1.76887581994461,1.1889811146745726
1855,0,0,1,0,1,1,0,23,296.67022907285013,1,0,1.47405146701099,1.7254819028919337
2895,0,1,0,0,0,1,0,26,94.789885067726,1,0,1.2933657471833104,1.6123943681127622
3597,0,1,1,1,0,1,1,26,103.81468566076916,1,0,2.3915084315247177,2.1069020343001217
3298,1,1,0,0,1,6,1,32,104.2373481992864,5,3,1.3270926894790716,1.2364931067214884
3168,1,0,1,0,1,6,0,30,297.1898155902279,5,4,1.778190214401583,1.7748998879529598
1872,1,0,0,0,1,1,0,29,115.2125618090216,1,2,1.6815719140135392,1.64823984867432
3906,1,1,1,1,1,12,1,32,144.75187869057746,12,4,1.4012327622946097,1.3610716922962371
2804,0,1,0,0,1,1,1,31,123.36155454828057,1,3,0.9172427960985972,0.8858597310526942
884,1,1,1,1,1,6,0,25,150.8785117260243,6,3,1.5253391835073793,1.5464526417447044
1299,0,1,1,1,1,6,1,28,236.8001932457529,6,9,1.6856558172089189,1.6249144226545886
3978,1,1,0,0,1,1,0,29,93.81709154986775,1,0,0.4448369627921744,0.0
3832,0,1,1,1,1,12,1,30,41.404023304064296,10,5,1.528145565867719,1.3577805856415648
1346,1,1,1,1,1,12,1,30,6.402727325230572,12,11,1.6931908189625131,1.7159355220321582
739,1,1,0,0,1,1,0,25,183.82070522776257,1,6,1.8176823033523737,1.91150296924384
1650,1,1,0,0,1,6,1,31,362.8976984383565,6,2,2.6983897171382694,2.6248192833046766
1470,1,1,0,0,1,1,1,30,226.7443352942057,1,1,1.9058198602418903,2.0472982479185458
3889,0,1,0,0,1,1,0,31,142.16804942496768,1,3,2.6207307410437592,2.5642431988592973
3579,0,1,1,0,1,6,1,29,1.81774167510946,6,0,0.9791882210196776,0.5405791481881189
28,1,1,0,1,1,6,0,27,31.805389694141468,6,3,0.8242833135958354,0.7957610492318434
3431,0,1,0,0,1,1,0,31,144.42131721600623,1,2,3.2135388864211625,3.1820410054288613
1485,1,1,0,0,1,1,1,30,55.61947842980217,1,2,3.234056978926988,3.163415435699482
3762,0,1,0,0,1,1,0,25,178.59872698371242,1,0,1.8379875375457468,1.883401888684808
2130,1,1,1,0,1,1,0,29,4.256390294472851,1,1,1.7378203727591648,0.316507104974594
2680,1,1,0,0,1,12,1,29,112.26262987441908,12,11,4.147937469034061,4.257202503005551
2403,1,1,1,0,0,12,1,32,15.708069790310423,12,11,1.426304569509186,1.2677013655319822
2215,1,1,0,0,1,6,1,27,167.55786118285133,6,1,4.082422664142303,4.156916164761683
1780,1,1,0,0,1,1,0,24,173.76406606402543,1,5,2.5944560386029227,2.5379091535792218
3308,0,1,0,1,1,1,1,33,3.2148185811108902,1,4,1.5579564446894372,1.4707549103530095
1109,0,1,1,0,1,1,1,29,115.66246675795324,1,1,1.4565365559919126,1.3455851861002277
2070,0,1,1,1,1,12,0,31,319.2921180656057,11,1,2.0741709812124767,2.0387089717048004
2242,1,0,0,0,1,1,0,27,129.6907383642004,1,1,2.4219288629145708,1.8962307500012323
1347,0,1,0,0,1,1,0,30,187.76202415853268,1,8,1.866457195318383,1.8811984112466773
3005,1,1,1,1,0,12,1,27,263.7628811556541,2,7,2.25628915194518,2.1704371356825254
722,1,1,1,0,1,6,1,24,16.02522075163661,6,4,1.1045059503072492,0.0
635,1,1,1,1,1,12,1,30,176.93182107957887,8,6,2.680127911865144,2.6536574969270643
676,1,0,1,0,1,12,0,31,105.145601883579,11,2,1.899361825866676,1.905773521681568
2022,1,1,1,1,1,1,1,31,238.4235935974492,1,3,1.228675822975506,1.3751773330405428
2570,0,1,1,1,1,6,0,34,93.00243911739013,6,4,2.9219220350370136,2.9452736889957367
2774,0,1,0,0,1,1,0,26,52.703593503270426,1,0,1.6097709753855185,1.7194407497907582
2318,0,0,1,0,0,1,0,23,12.120455362055182,1,0,0.6734753705128015,0.6095998486054017
2454,1,1,1,0,1,12,0,24,225.72323283523232,12,2,2.078897501971153,2.0918845221145577
3242,0,1,0,0,1,1,0,34,121.21693882663963,1,1,1.7235899189898445,1.6592956754227424
2508,0,1,1,0,1,12,1,28,0.9932401239909652,12,2,0.5446315107332715,0.5325431536423598
759,1,1,0,0,1,12,1,31,170.0277071219676,9,2,3.7237565582282457,3.689264693443527
3290,0,1,0,0,1,1,0,24,60.596993124363614,1,0,2.9879033631356577,3.3220645728630824
1739,1,1,1,0,0,1,1,26,131.3605275699522,1,3,1.5510644756152958,1.5404339571503125
3706,0,1,0,0,1,1,0,29,60.88597746920245,1,5,0.0,0.0
2547,1,1,1,0,1,12,0,29,157.72784296761373,11,11,2.0260863105342826,2.1207617367081006
3764,0,1,1,1,1,12,0,31,58.46242449426983,11,7,3.6456327755355966,3.707729219551648
1039,1,1,0,0,1,1,0,25,164.30956056437643,1,0,2.2455423761069886,2.123614751997357
1063,1,1,0,0,1,1,0,26,257.27825032737485,1,2,3.7422239000741415,3.7403273707998856
242,0,0,0,0,1,1,0,27,185.21088525003785,1,6,0.7406777245180012,0.6721475178425816
3141,0,1,0,0,1,1,0,27,183.18661573480875,1,0,1.1450885600182206,0.1459716440989145
1613,0,1,1,1,1,12,0,32,168.0204105953429,10,1,2.825921990274192,2.881917284468285
321,0,1,0,0,1,6,1,35,44.286882256923285,6,1,0.4993828448097724,0.5985319291198938
1682,0,1,0,1,1,1,0,30,9.55256769926104,1,2,1.3537868939842077,1.4979577802020252
73,1,1,1,1,1,6,0,29,134.56411185989518,5,0,1.7258345652501248,0.8948147737986513
2003,0,1,1,0,1,12,1,27,159.51678677088944,8,4,2.3926051616287136,2.432968300224703
791,1,1,1,1,1,6,1,32,49.84918936484681,6,0,2.337640904529974,2.3276878069234583
3823,1,1,1,0,1,12,0,33,170.9885087875038,12,7,1.312776751985147,1.4500723677238332
3331,1,1,0,0,1,6,1,27,246.8557585922902,6,8,3.047970231398285,2.984593142415571
1120,1,1,0,1,1,1,1,29,234.92949121547,1,6,1.4162968019468154,1.514682253130104
1289,0,0,0,0,1,1,0,25,60.87054420392108,1,0,0.9143184072592244,0.0933305433023907
783,1,1,0,0,1,12,1,31,94.3816303609772,12,5,3.316073434571788,3.4648469102046904
3714,1,0,0,0,1,1,1,29,76.52833053094884,1,11,1.8929664230664576,1.971985664503624
47,1,1,0,0,1,1,0,26,54.18423621080765,1,0,0.8540792567085165,0.0
2026,1,1,1,0,1,12,0,27,257.9986652381029,12,7,1.4519272556046832,1.5348931863908648
1032,1,1,1,1,1,12,1,30,97.37332370027252,12,1,3.0339467878058595,3.043235858572748
2294,1,1,0,0,0,6,1,37,172.2209599892664,6,3,2.0835602624735827,2.3006035122722377
823,0,1,1,1,1,1,1,29,424.07081667113033,1,10,3.157763830742128,3.154869258110422
1930,0,1,0,0,1,1,1,31,250.32118868398567,1,0,2.236675809616049,2.1107531690383263
5,1,1,1,1,1,1,0,26,198.36226543903683,1,3,1.1138844004257795,1.120078107422207
3868,1,0,0,0,1,1,1,25,297.17525410701745,1,7,1.998146404217724,1.968359844075091
2797,1,1,1,1,1,6,1,31,173.08672983966133,4,3,1.6988821610426648,1.903653861940284
3185,0,1,1,1,1,6,0,35,77.83612466614166,6,2,3.0419484451691337,3.1962754254304206
2052,1,1,0,0,1,1,1,35,373.9160065171904,1,0,1.0428812964162508,1.1419615874080804
3426,1,1,1,0,1,1,0,31,192.4615711639765,1,6,1.1016564882855309,1.3082723338782396
1758,1,1,0,0,1,1,0,30,424.07081667113033,1,5,1.010424708749058,0.1542225120866638
3740,1,1,0,0,1,12,1,27,241.6118669553272,12,2,2.8612490552942624,2.747279427487225
3852,1,1,0,0,1,12,1,27,256.6437292721175,9,6,0.7563793557614511,0.6560873929019129
3877,0,1,0,0,1,1,1,27,142.8420796884096,1,0,2.05612182163883,1.4785684805532198
1654,0,1,0,0,1,1,0,25,179.04388638742745,1,3,1.1280349447058786,1.1553510978318433
3758,0,1,1,1,1,6,1,30,147.91791533105504,6,11,2.0517347039759355,2.0208166711079567
767,0,1,0,1,1,1,0,29,243.3655275450069,1,7,2.4314095828157205,2.2842965235088903
670,1,1,1,1,1,1,1,29,54.99155190262778,1,5,2.157267591452118,2.1705857806811544
1047,1,1,1,1,1,1,1,29,176.0513660927139,1,6,1.3962355642710156,1.3536717016523732
1953,0,1,0,0,1,6,0,31,46.97199025182829,4,2,1.2545434905046309,1.3128055864662218
1378,1,1,0,0,1,1,1,29,92.46712137769568,1,3,1.5215659982028362,1.5398529921993496
3328,1,1,1,0,1,6,0,26,275.50736963508893,6,1,1.6996487881960969,2.030535369557453
2320,1,0,1,0,0,12,0,31,323.4359895962682,10,1,1.9639220151036472,2.0929510999238228
1353,1,1,1,1,1,12,0,28,136.48767182991864,12,11,1.0524594717929907,1.1537764346309314
835,0,1,0,0,1,1,1,31,126.36051542860564,1,6,2.2118589041239924,2.27730932408688
1762,0,1,0,0,1,1,0,32,199.88701941973,1,6,1.5108990908179745,1.4619145575109922
1463,1,1,1,1,1,6,0,29,122.53680434738756,6,1,2.923911175022181,2.8390897761417184
1553,1,1,1,1,1,1,0,29,196.7138321592776,1,2,1.610719108467946,1.4923055819600326
1103,0,0,1,1,1,1,0,32,124.09675827729544,1,1,2.8687055499713168,2.9922093463919004
3072,0,1,0,0,1,1,1,33,222.1319914903352,1,2,3.794330646884864,3.734832995924741
3876,0,1,0,0,1,12,0,27,241.8388734114339,9,5,2.529121725981869,2.591788976696319
1656,1,1,1,0,1,1,1,30,184.4703772518837,1,2,1.4553141445367472,1.2952858420523266
1648,1,1,0,0,1,1,1,22,196.3683020694138,1,1,0.1788596066302208,0.0
3636,1,1,1,1,1,6,0,28,341.22706403445693,6,2,1.2620245295152812,1.0578198160002763
1429,0,1,0,1,1,1,1,26,113.22350644456544,1,3,1.1816756001098878,1.1125009996554156
1554,1,1,0,0,1,1,0,29,163.7763521748873,1,1,1.2131220390577484,1.0662192335068208
2235,0,1,1,1,0,6,0,25,45.73740307258264,6,1,2.4875240719999137,2.3095878299948542
2583,0,1,0,0,1,1,0,23,19.92174778614195,1,0,0.2849619971703978,0.033128608595573
3246,1,1,0,0,1,1,0,27,3.6504302587599895,1,11,3.310754157262393,3.44112864107444
1944,1,1,0,0,1,12,1,35,255.2321785638156,12,6,1.21201353341757,1.4969779800342768
3953,0,1,1,0,1,12,1,29,79.70814219717711,6,3,2.1294027272452616,2.239949630014716
2987,0,1,0,0,1,6,0,25,389.03571295000967,3,4,0.6690805433938638,0.5736956516627787
3406,1,1,1,1,1,1,0,30,85.80615454575144,1,4,3.9845240135561832,3.9680414876507775
869,1,1,0,0,0,1,0,28,104.55001837237012,1,6,2.0738132693068825,2.1554377662402366
1592,0,1,0,0,1,6,0,30,143.85463250564248,6,1,0.8527461800903955,0.8740957015940896
2157,0,1,0,0,0,1,0,27,10.78233283767714,1,0,2.0839846581792303,2.0781894848910434
1797,1,1,0,1,1,1,0,33,292.3168044595096,1,4,1.0296706826131397,0.9061682452944272
3929,0,1,1,1,1,6,1,30,50.87450732311054,6,10,1.6930182133464324,1.7125722696248058
2015,0,1,0,0,1,1,1,27,200.36637762785247,1,1,1.489931127451019,1.4165907973414484
3140,0,1,1,0,1,6,0,28,141.35829747011712,3,1,1.4353589273493368,1.2085476271173046
659,0,1,0,0,1,1,0,35,2.6035773226769123,1,3,0.4971053370015228,0.5932127838879555
3493,1,1,1,0,1,6,1,26,241.918825608546,6,2,0.6729692288156,0.6412307167894612
2011,0,1,0,0,1,1,0,30,25.35211056853969,1,6,1.789534742536026,0.8454130188373666
2372,1,1,1,0,1,1,1,36,131.39313537431556,1,11,2.269303979553256,2.3556209177259664
2448,0,1,1,0,1,1,1,29,165.48535492698997,1,1,0.7054675104189911,0.3871040130917129
1606,0,1,1,1,1,1,0,27,34.55994978646498,1,0,0.2785258482093251,0.5117567242091341
2916,1,1,0,0,1,1,1,31,79.96507462212523,1,1,2.1098132911267675,1.5183744006541495
2560,1,0,1,0,1,6,1,23,58.50810039542412,6,1,2.2588138836270266,2.3468809753782454
3791,0,1,0,0,1,1,1,24,43.96998860256199,1,9,2.503552423084539,2.496937404740499
930,0,1,1,0,1,12,1,30,69.39137422013381,8,1,2.7035036734040743,2.7383069243042724
2254,0,1,1,1,0,12,1,30,364.45684641979767,11,5,3.5768395467561365,3.613823188068766
599,0,1,0,0,1,1,1,30,223.4321608636536,1,7,4.100222257878752,4.072150855451909
1153,0,1,0,0,1,1,1,34,30.267737263205856,1,3,3.4286611317887874,3.5677764555258222
388,0,1,1,1,1,6,1,34,65.20210679756127,6,1,0.910312618886956,0.9249437228671228
1640,1,1,0,0,1,12,0,30,321.11917090014936,12,3,0.2390489876215473,0.3991704346194819
3801,1,1,1,0,1,1,0,26,92.67190306702032,1,2,0.7749876774809344,0.0
1037,0,0,1,0,1,1,0,32,63.67269984123503,1,8,1.5756330384317965,1.616485258577054
871,0,1,0,0,1,1,1,32,67.58777453164369,1,4,1.216622154122759,1.3338633380954563
2894,0,1,0,0,1,1,0,30,209.9387230814729,1,7,1.412045146088999,1.5074101467145429
1012,0,1,0,0,1,1,0,27,277.7491168212823,1,1,2.5242751938754417,2.3912438265662392
3206,1,1,0,0,1,1,0,23,87.04726534641478,1,0,2.0476690233459185,1.111466017240918
531,0,0,1,0,1,1,0,25,230.1676463294368,1,0,1.9316308752303444,1.7567012395782122
1169,0,0,0,0,1,1,0,26,115.35988314407842,1,1,2.819232469987389,2.3760441119145965
3964,0,1,0,0,1,1,0,32,178.56761472566342,1,2,0.4787570785967441,0.694167687830635
3313,0,1,1,0,0,1,1,28,120.5557484704165,1,6,0.0,0.0816928572893722
2065,0,1,1,0,1,6,1,25,89.20827799246409,6,10,1.4301228748249455,1.5148360022393754
1676,1,1,0,0,1,12,0,26,50.244901267088935,12,0,2.153520973601061,1.6397413557828129
1512,1,1,0,0,1,6,0,27,320.3787957943648,6,6,0.6017907592111933,0.5057183206504627
3949,0,1,1,1,0,6,1,29,272.62242724902745,6,8,3.1531046335658504,3.1306840620450007
2111,1,1,1,0,1,1,0,27,162.813871297363,1,2,1.040658011283356,0.736265158509497
3499,0,1,0,0,1,1,0,28,86.63247139214626,1,9,1.2589490063429936,1.2806707643381228
2607,1,1,1,1,1,1,1,31,221.5578743317332,1,5,2.0989042604827177,2.0520605890349253
2907,0,0,0,0,0,1,1,27,99.43365098066374,1,0,1.5446703755413205,0.8174697151311059
1607,1,1,0,1,1,12,0,29,43.30050361632486,12,7,1.0101035198439106,0.9255122095729412
3107,1,1,0,0,1,1,1,28,185.0321307883902,1,0,3.030928430234243,1.3785186811915755
333,0,1,1,0,1,1,0,32,211.8141698710406,1,3,2.270248900742737,2.155382619256752
3977,1,1,0,0,1,1,0,28,104.472327187594,1,0,1.3100440765955734,1.0551811638961874
450,1,1,1,1,1,1,1,26,247.7465935470901,1,1,0.0,0.1355223557212196
3939,0,1,0,0,1,6,0,29,112.15477486669327,6,3,2.1861841583490755,1.5508264624034864
261,1,0,0,0,1,1,0,30,74.9221835066849,1,2,2.218290266044708,2.182237971663445
1909,0,1,0,0,1,6,1,24,173.2273602807216,6,2,4.56888321649385,4.586912878562509
2366,1,1,1,1,1,1,0,29,178.94153027261623,1,0,1.4307648829785773,0.3312512763671123
3263,0,1,0,0,0,1,0,27,130.14413074375966,1,2,3.174318421099369,3.141712252548033
2767,1,0,0,0,1,6,1,31,142.38257777303758,6,11,2.455801673388532,2.4577391010458016
2900,0,1,1,1,1,12,0,34,93.3765321347363,10,6,0.7384465611044129,0.862778111116755
3956,1,1,0,0,1,6,0,28,115.77454029190906,6,2,1.1644171735608475,0.523379124769634
3917,1,1,0,1,1,1,1,28,65.55278338485238,1,0,2.0805470636045293,2.2244512895206343
119,1,0,0,0,1,1,0,32,301.6247074768349,1,3,1.208335701472376,0.6964942377807813
340,1,1,1,1,1,6,1,33,211.36241304310136,6,2,0.0334740806984448,0.0430830077964219
1298,1,1,0,1,1,1,1,33,159.70678479296646,1,1,0.5845608072267368,0.7052753803477653
3113,0,0,0,0,1,1,0,25,124.02767683973974,1,2,0.8885601036901057,0.8634375000955845
3501,0,1,0,0,1,1,0,25,272.6140067922244,1,0,2.641713651526679,3.5402705155533987
578,0,1,0,0,1,1,0,32,49.62812067439511,1,1,2.4635360184575803,2.549751604468379
3428,0,1,1,0,1,12,0,26,400.43884834720114,12,3,3.858927954692432,3.840771504926
1442,1,1,1,1,1,6,1,30,147.57797315436466,6,3,2.0571333809315733,2.122972800956189
239,0,1,1,0,1,1,0,30,44.27186794015736,1,2,1.1143415548077424,0.3395328499845527
3217,0,1,1,1,1,1,1,29,23.59773876820916,1,11,2.2833086964080693,2.1676221695692584
1849,1,1,0,1,0,1,0,25,196.62867081527045,1,7,2.0615127973180147,2.0811595349060936
1189,0,1,0,1,0,1,1,29,215.42328686736528,1,6,1.4706850386024573,1.3892922057372306
3666,1,1,0,0,1,1,1,32,207.58317246058232,1,7,1.5553912062527764,1.527622515969998
2665,1,1,0,0,1,1,0,34,128.78766829544676,1,5,2.4723982005132243,2.5325231867518534
2056,1,1,1,0,0,6,0,29,192.6375047181771,6,4,1.3606495415621835,1.2658362677871258
2985,1,0,1,0,1,1,1,29,248.60649147095185,1,4,1.2594770027024644,1.1065280010264191
3174,0,1,0,0,1,12,1,24,44.03701821599165,11,5,3.4286725288375903,3.4697106635427546
3836,1,1,1,0,1,12,1,34,177.3318866957959,2,11,1.5203591515755743,1.4536363674956148
3734,0,1,1,1,1,6,0,29,273.50845086735444,6,4,2.1980122841628784,2.395981753504872
1690,1,1,1,0,1,6,0,29,302.31196037128086,6,0,0.0,0.0594962201017318
1083,0,0,0,0,1,1,0,32,59.42079881396981,1,1,0.0853871397654599,0.4844183282922763
1415,1,1,0,0,1,1,0,24,51.45037755255,1,1,1.5484606910519547,0.3458019184809942
2947,1,1,1,1,1,1,1,24,219.5607362864421,1,1,1.9661185818512712,1.7588776967431383
3855,0,1,0,0,1,1,0,25,100.80647082971822,1,3,2.681434889165532,2.5320910129061303
3945,1,1,0,0,1,6,1,37,140.82926998870218,6,9,1.9950934468755883,1.9467260726594824
947,1,1,1,1,1,12,1,34,262.9931157829711,9,6,1.5701607531114723,1.4885438587683812
3924,1,1,1,0,1,1,0,32,131.40536342234532,1,10,1.7006818421533312,1.7628948146627148
2101,1,1,0,0,1,1,0,30,26.24817233015464,1,0,2.1354837829691395,1.8445647852104272
2704,0,1,0,0,1,1,0,30,158.0414565860001,1,1,1.255341105871736,0.3625323569179657
971,1,1,1,0,1,1,0,31,11.916705165936277,1,0,1.7794570650211308,1.332878085116398
2393,0,1,0,1,1,1,1,31,181.1590905800317,1,0,2.07940950608012,1.7644813311075715
1839,1,1,0,0,1,1,0,24,45.13331593094766,1,2,2.129822930390951,2.3656508183500966
1070,1,1,1,1,1,1,0,32,175.69974641695518,1,0,1.388608874878562,1.0064242878770977
1074,1,1,1,0,1,12,0,28,43.44094932384397,9,3,3.6406667400798063,3.720636058594738
2563,0,1,1,1,1,12,1,30,149.5027911942818,12,1,1.9562818253309449,2.1108444648442632
2342,1,0,1,0,1,1,1,33,8.42870120146074,1,4,0.4085812083443148,0.2716640749581687
3556,1,1,1,1,1,12,0,32,63.86604632561038,11,1,0.9935538650228256,1.0686589852786652
1067,1,0,1,0,1,1,0,29,6.422385227649058,1,1,1.9003175587481853,1.6441763619182233
1529,0,1,1,0,1,12,1,29,136.40909156405294,11,4,1.736799329757579,1.6669366085561397
2908,0,0,0,0,1,1,0,21,130.74054179983764,1,0,1.486515289808124,0.4350669816881054
2640,1,1,0,0,1,1,1,27,48.58370100036889,1,11,1.6542877131176486,1.6067904785595797
2714,0,1,1,1,1,1,0,33,210.8922783522487,1,2,3.0398275476590686,3.040982107671543
1536,1,1,0,0,1,1,0,29,190.2347188178801,1,1,1.87816037338656,2.22318224113869
362,1,1,1,1,1,6,0,29,75.77134294547776,6,11,3.9915980033857696,3.849426924496036
3546,1,0,1,0,1,1,0,31,105.154055397862,1,1,3.495218131608715,3.529604276877873
2474,0,1,0,0,1,6,0,25,34.16938286487617,6,1,1.7431857517591025,1.1598394884773469
1901,0,1,0,0,1,1,0,30,246.3263024664701,1,0,0.5979959292312587,0.5702183991408263
1453,0,1,0,0,1,6,0,31,39.61097604336089,6,3,3.7612654175761695,3.753584241149051
3310,1,1,0,1,1,12,1,31,375.0253723789861,9,3,2.52137948187804,2.5348162352708274
167,0,1,0,0,1,6,0,29,143.13548853575756,5,4,0.0,0.0
863,1,1,0,0,1,1,0,34,424.07081667113033,1,1,1.872358661163752,1.892621194180324
1321,1,1,0,1,1,1,0,33,12.056007046237982,1,6,4.56888321649385,4.786792947057812
2698,0,1,0,0,1,6,1,28,19.83116327317348,6,2,4.4859344314293015,4.314892918806276
8,0,1,0,0,1,1,0,30,217.78664105008903,1,0,1.2135019626583017,1.0493871451868677
2903,0,1,1,0,1,6,0,32,228.04239686398623,6,5,2.5407242057220776,2.677687367075664
2007,1,0,1,0,1,12,1,31,204.55235273420865,12,2,1.3169953221433133,1.3907016207149208
62,0,1,1,0,1,6,0,32,55.77441782254436,5,6,0.8135614904122801,0.8746773672175823
3336,0,1,0,0,1,1,0,27,335.6303985514,1,11,1.5107740411010897,1.6562588450835578
